bampath,bamorder,sample_name,sample_metadata_id,revbayes_bampath,Date of collection,village,method,position,Coumpound ID,sample,species,conc (ng/ul),estimated total (ng),qPCR Plate,Well,Cluster,lat,long,month,year,treated
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/D5_9_EKDN220028715-1A_H5J72DSX5_L2/D5_9_EKDN220028715-1A_H5J72DSX5_L2.srt.dp.bam,446,D5_9,D5_9,/move_bioinfo/anopheles_cnrfp/bam/D5_9_EKDN220028715-1A_H5J72DSX5_L2.srt.dp.bam,10/11/2014,PONT MAURICE,CDC,INT,683,360-2,gambiae,3.308,1654,9,D5,11,10.66015,-4.51636,11,2014,1
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/D6_10_EKDN220028781-1A_H5JF5DSX5_L3/D6_10_EKDN220028781-1A_H5JF5DSX5_L3.srt.dp.bam,447,D6_10,D6_10,/move_bioinfo/anopheles_cnrfp/bam/D6_10_EKDN220028781-1A_H5JF5DSX5_L3.srt.dp.bam,11/09/2015,LOMBO,CDC,INT,218,136-2,gambiae,8.232,4116,10,D6,18,10.07051,-4.30001,9,2015,1
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/D6_12_EKDN220028896-1A_H5JF5DSX5_L3/D6_12_EKDN220028896-1A_H5JF5DSX5_L3.srt.dp.bam,448,D6_12,D6_12,/move_bioinfo/anopheles_cnrfp/bam/D6_12_EKDN220028896-1A_H5JF5DSX5_L3.srt.dp.bam,12/07/2015,KANKOUNABA II,CDC,INT,69,024-12,gambiae,7.8912,3945.6,12,D6,1,10.58465,-4.54745,7,2015,1
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/D6_1_EKDN220028161-1A_H3YFWDSX5_L2/D6_1_EKDN220028161-1A_H3YFWDSX5_L2.srt.dp.bam,449,D6_1,D6_1,/move_bioinfo/anopheles_cnrfp/bam/D6_1_EKDN220028161-1A_H3YFWDSX5_L2.srt.dp.bam,30/07/2014,KANKOUNADENI,CDC,INT,91,53a-3,gambiae,1.68,840.4,1,D6,36,10.48214,-4.61734,7,2014,0
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/D6_2_EKDN220028231-1A_H3NGLDSX5_L2/D6_2_EKDN220028231-1A_H3NGLDSX5_L2.srt.dp.bam,450,D6_2,D6_2,/move_bioinfo/anopheles_cnrfp/bam/D6_2_EKDN220028231-1A_H3NGLDSX5_L2.srt.dp.bam,09/11/2015,PONT MAURICE,CDC,INT,683,310-2,gambiae,3.93,1965.8,2,D6,11,10.66015,-4.51636,11,2015,1
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/D6_3_EKDN220028298-1A_H3NGLDSX5_L2/D6_3_EKDN220028298-1A_H3NGLDSX5_L2.srt.dp.bam,451,D6_3,D6_3,/move_bioinfo/anopheles_cnrfp/bam/D6_3_EKDN220028298-1A_H3NGLDSX5_L2.srt.dp.bam,03/09/2015,KANGOUNABA I,CDC,INT,31,109-6,gambiae,1.8328,916.4,3,D6,1,10.58465,-4.54745,9,2015,1
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/D6_4_EKDN220028372-1A_H5J72DSX5_L1/D6_4_EKDN220028372-1A_H5J72DSX5_L1.srt.dp.bam,452,D6_4,D6_4,/move_bioinfo/anopheles_cnrfp/bam/D6_4_EKDN220028372-1A_H5J72DSX5_L1.srt.dp.bam,07/09/2015,TIEFORA II,CDC,INT,834,123b-5,gambiae,5.0152,2507.6,4,D6,11,10.66015,-4.51636,9,2015,1
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/D6_5_EKDN220028440-1A_H5GV5DSX5_L3/D6_5_EKDN220028440-1A_H5GV5DSX5_L3.srt.dp.bam,453,D6_5,D6_5,/move_bioinfo/anopheles_cnrfp/bam/D6_5_EKDN220028440-1A_H5GV5DSX5_L3.srt.dp.bam,03/09/2014,BOUNOUMBA,CDC,INT,344,111a-1,gambiae,3.8244,1912.2,5,D6,4,10.31913,-4.38869,9,2014,1
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/D6_6_EKDN220028514-1A_H3NGLDSX5_L2/D6_6_EKDN220028514-1A_H3NGLDSX5_L2.srt.dp.bam,454,D6_6,D6_6,/move_bioinfo/anopheles_cnrfp/bam/D6_6_EKDN220028514-1A_H3NGLDSX5_L2.srt.dp.bam,08/09/2014,TIEFORA II,CDC,INT,871,132a-13,gambiae,0.98,490.2,6,D6,11,10.66015,-4.51636,9,2014,1
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/D6_7_EKDN220028576-1A_H3NGLDSX5_L2/D6_7_EKDN220028576-1A_H3NGLDSX5_L2.srt.dp.bam,455,D6_7,D6_7,/move_bioinfo/anopheles_cnrfp/bam/D6_7_EKDN220028576-1A_H3NGLDSX5_L2.srt.dp.bam,12/09/2014,LOMBO,CDC,INT,218,34-4,gambiae,4.0272,2013.6,7,D6,18,10.07051,-4.30001,9,2014,1
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/D6_8_EKDN220028645-1A_H3V53DSX5_L2/D6_8_EKDN220028645-1A_H3V53DSX5_L2.srt.dp.bam,456,D6_8,D6_8,/move_bioinfo/anopheles_cnrfp/bam/D6_8_EKDN220028645-1A_H3V53DSX5_L2.srt.dp.bam,19/09/2014,KOFLANDE,CDC,INT,90,209-20,gambiae,2.3408,1170.4,8,D6,37,10.23163,-4.4324,9,2014,0
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/D6_9_EKDN220028716-1A_H5J72DSX5_L2/D6_9_EKDN220028716-1A_H5J72DSX5_L2.srt.dp.bam,457,D6_9,D6_9,/move_bioinfo/anopheles_cnrfp/bam/D6_9_EKDN220028716-1A_H5J72DSX5_L2.srt.dp.bam,10/11/2014,PONT MAURICE,CDC,INT,683,360-10,gambiae,8.2284,4114.2,9,D6,11,10.66015,-4.51636,11,2014,1
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/D7_10_EKDN220028782-1A_H5JF5DSX5_L4/D7_10_EKDN220028782-1A_H5JF5DSX5_L4.srt.dp.bam,458,D7_10,D7_10,/move_bioinfo/anopheles_cnrfp/bam/D7_10_EKDN220028782-1A_H5JF5DSX5_L4.srt.dp.bam,11/09/2015,LOMBO,CDC,INT,218,136-10,gambiae,5.2176,2608.8,10,D7,18,10.07051,-4.30001,9,2015,1
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/D7_13_EKDN220028952-1A_H3VYYDSX5_L1/D7_13_EKDN220028952-1A_H3VYYDSX5_L1.srt.dp.bam,459,D7_13,D7_13,/move_bioinfo/anopheles_cnrfp/bam/D7_13_EKDN220028952-1A_H3VYYDSX5_L1.srt.dp.bam,24/07/2015,BAKARIDJAN II,CDC,INT,421,912-1,gambiae,2.5452,1272.6,13,D7,9,10.20378,-4.39405,7,2015,1
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/D7_2_EKDN220028232-1A_H3NGLDSX5_L2/D7_2_EKDN220028232-1A_H3NGLDSX5_L2.srt.dp.bam,460,D7_2,D7_2,/move_bioinfo/anopheles_cnrfp/bam/D7_2_EKDN220028232-1A_H3NGLDSX5_L2.srt.dp.bam,09/11/2015,PONT MAURICE,CDC,INT,683,310-10,gambiae,2.82,1408.2,2,D7,11,10.66015,-4.51636,11,2015,1
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/D7_3_EKDN220028299-1A_H3NGLDSX5_L2/D7_3_EKDN220028299-1A_H3NGLDSX5_L2.srt.dp.bam,461,D7_3,D7_3,/move_bioinfo/anopheles_cnrfp/bam/D7_3_EKDN220028299-1A_H3NGLDSX5_L2.srt.dp.bam,03/09/2015,KANGOUNABA I,CDC,INT,36,111b-1,gambiae,3.2824,1641.2,3,D7,1,10.58465,-4.54745,9,2015,1
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/D7_4_EKDN220028373-1A_H5J72DSX5_L1/D7_4_EKDN220028373-1A_H5J72DSX5_L1.srt.dp.bam,462,D7_4,D7_4,/move_bioinfo/anopheles_cnrfp/bam/D7_4_EKDN220028373-1A_H5J72DSX5_L1.srt.dp.bam,07/09/2015,TIEFORA II,CDC,INT,834,123b-13,gambiae,3.784,1892,4,D7,11,10.66015,-4.51636,9,2015,1
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/D7_5_EKDN220028441-1A_H5GV5DSX5_L3/D7_5_EKDN220028441-1A_H5GV5DSX5_L3.srt.dp.bam,463,D7_5,D7_5,/move_bioinfo/anopheles_cnrfp/bam/D7_5_EKDN220028441-1A_H5GV5DSX5_L3.srt.dp.bam,03/09/2014,BOUNOUMBA,CDC,INT,323,112a-2,gambiae,6.3692,3184.6,5,D7,4,10.31913,-4.38869,9,2014,1
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/D7_6_EKDN220028515-1A_H3NGLDSX5_L2/D7_6_EKDN220028515-1A_H3NGLDSX5_L2.srt.dp.bam,464,D7_6,D7_6,/move_bioinfo/anopheles_cnrfp/bam/D7_6_EKDN220028515-1A_H3NGLDSX5_L2.srt.dp.bam,08/09/2014,TIEFORA II,CDC,INT,871,132a-21,gambiae,1.66,828.8,6,D7,11,10.66015,-4.51636,9,2014,1
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/D7_7_EKDN220028577-1A_H3NGLDSX5_L2/D7_7_EKDN220028577-1A_H3NGLDSX5_L2.srt.dp.bam,465,D7_7,D7_7,/move_bioinfo/anopheles_cnrfp/bam/D7_7_EKDN220028577-1A_H3NGLDSX5_L2.srt.dp.bam,12/09/2014,LOMBO,CDC,INT,218,34-12,gambiae,4.9768,2488.4,7,D7,18,10.07051,-4.30001,9,2014,1
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/D7_8_EKDN220028646-1A_H3V53DSX5_L2/D7_8_EKDN220028646-1A_H3V53DSX5_L2.srt.dp.bam,466,D7_8,D7_8,/move_bioinfo/anopheles_cnrfp/bam/D7_8_EKDN220028646-1A_H3V53DSX5_L2.srt.dp.bam,23/09/2014,KANKOUNADENI,CDC,INT,13,223-7,gambiae,2.696,1348,8,D7,36,10.48214,-4.61734,9,2014,0
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/D7_9_EKDN220028717-1A_H5J72DSX5_L2/D7_9_EKDN220028717-1A_H5J72DSX5_L2.srt.dp.bam,467,D7_9,D7_9,/move_bioinfo/anopheles_cnrfp/bam/D7_9_EKDN220028717-1A_H5J72DSX5_L2.srt.dp.bam,10/11/2014,PONT MAURICE,CDC,INT,683,360-18,gambiae,10.4812,5240.6,9,D7,11,10.66015,-4.51636,11,2014,1
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/D8_10_EKDN220028783-1A_H5JF5DSX5_L3/D8_10_EKDN220028783-1A_H5JF5DSX5_L3.srt.dp.bam,468,D8_10,D8_10,/move_bioinfo/anopheles_cnrfp/bam/D8_10_EKDN220028783-1A_H5JF5DSX5_L3.srt.dp.bam,11/09/2015,LOMBO,CDC,INT,218,136-18,gambiae,1.2924,646.2,10,D8,18,10.07051,-4.30001,9,2015,1
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/D8_11_EKDN220028837-1A_H5J72DSX5_L1/D8_11_EKDN220028837-1A_H5J72DSX5_L1.srt.dp.bam,469,D8_11,D8_11,/move_bioinfo/anopheles_cnrfp/bam/D8_11_EKDN220028837-1A_H5J72DSX5_L1.srt.dp.bam,07/07/2015,KANKOUNADENI,CDC,INT,91,524-2,gambiae,3.84,1920,11,D8,36,10.48214,-4.61734,7,2015,0
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/D8_13_EKDN220028953-1A_H3VYYDSX5_L2/D8_13_EKDN220028953-1A_H3VYYDSX5_L2.srt.dp.bam,470,D8_13,D8_13,/move_bioinfo/anopheles_cnrfp/bam/D8_13_EKDN220028953-1A_H3VYYDSX5_L2.srt.dp.bam,24/07/2015,BAKARIDJAN I,CDC,INT,335,905-1,gambiae,3.1256,1562.8,13,D8,9,10.20378,-4.39405,7,2015,1
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/D8_1_EKDN220028162-1A_H57YWDSX5_L3/D8_1_EKDN220028162-1A_H57YWDSX5_L3.srt.dp.bam,471,D8_1,D8_1,/move_bioinfo/anopheles_cnrfp/bam/D8_1_EKDN220028162-1A_H57YWDSX5_L3.srt.dp.bam,30/07/2014,KANKOUNADENI,CDC,INT,110,285-2,gambiae,1.43,714.4,1,D8,36,10.48214,-4.61734,7,2014,0
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/D8_2_EKDN220028233-1A_H3NGLDSX5_L2/D8_2_EKDN220028233-1A_H3NGLDSX5_L2.srt.dp.bam,472,D8_2,D8_2,/move_bioinfo/anopheles_cnrfp/bam/D8_2_EKDN220028233-1A_H3NGLDSX5_L2.srt.dp.bam,09/11/2015,TIEFORA II,CDC,INT,848,3612-2,gambiae,3.44,1719,2,D8,11,10.66015,-4.51636,11,2015,1
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/D8_4_EKDN220028374-1A_H5J72DSX5_L1/D8_4_EKDN220028374-1A_H5J72DSX5_L1.srt.dp.bam,473,D8_4,D8_4,/move_bioinfo/anopheles_cnrfp/bam/D8_4_EKDN220028374-1A_H5J72DSX5_L1.srt.dp.bam,07/09/2015,TIEFORA II,CDC,INT,853,125-5,gambiae,2.9928,1496.4,4,D8,11,10.66015,-4.51636,9,2015,1
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/D8_6_EKDN220028516-1A_H3NGLDSX5_L2/D8_6_EKDN220028516-1A_H3NGLDSX5_L2.srt.dp.bam,474,D8_6,D8_6,/move_bioinfo/anopheles_cnrfp/bam/D8_6_EKDN220028516-1A_H3NGLDSX5_L2.srt.dp.bam,08/09/2014,SANHOUNOU,CDC,INT,235,135-7,gambiae,2.47,1236,6,D8,12,10.67426,-4.59349,9,2014,1
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/D8_9_EKDN220028718-1A_H5J72DSX5_L2/D8_9_EKDN220028718-1A_H5J72DSX5_L2.srt.dp.bam,475,D8_9,D8_9,/move_bioinfo/anopheles_cnrfp/bam/D8_9_EKDN220028718-1A_H5J72DSX5_L2.srt.dp.bam,10/09/2015,KOFING,CDC,INT,408,128-8,gambiae,8.3616,4180.8,9,D8,9,10.20378,-4.39405,9,2015,1
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/D9_10_EKDN220028784-1A_H5JF5DSX5_L3/D9_10_EKDN220028784-1A_H5JF5DSX5_L3.srt.dp.bam,476,D9_10,D9_10,/move_bioinfo/anopheles_cnrfp/bam/D9_10_EKDN220028784-1A_H5JF5DSX5_L3.srt.dp.bam,16/09/2015,SISRANKA,CDC,INT,89,139b-8,gambiae,3.1712,1585.6,10,D9,29,10.40929,-4.61967,9,2015,0
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/D9_11_EKDN220028838-1A_H5J72DSX5_L1/D9_11_EKDN220028838-1A_H5J72DSX5_L1.srt.dp.bam,477,D9_11,D9_11,/move_bioinfo/anopheles_cnrfp/bam/D9_11_EKDN220028838-1A_H5J72DSX5_L1.srt.dp.bam,07/07/2015,KANKOUNADENI,CDC,INT,89,522-1,gambiae,5.8496,2924.8,11,D9,36,10.48214,-4.61734,7,2015,0
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/D9_12_EKDN220028897-1A_H5JF5DSX5_L3/D9_12_EKDN220028897-1A_H5JF5DSX5_L3.srt.dp.bam,478,D9_12,D9_12,/move_bioinfo/anopheles_cnrfp/bam/D9_12_EKDN220028897-1A_H5JF5DSX5_L3.srt.dp.bam,14/07/2015,SANHOUROU,CDC,INT,235,028-3,gambiae,3.5928,1796.4,12,D9,12,10.67426,-4.59349,7,2015,1
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/D9_13_EKDN220028954-1A_H3VYYDSX5_L2/D9_13_EKDN220028954-1A_H3VYYDSX5_L2.srt.dp.bam,479,D9_13,D9_13,/move_bioinfo/anopheles_cnrfp/bam/D9_13_EKDN220028954-1A_H3VYYDSX5_L2.srt.dp.bam,24/07/2015,KOFLANDE,CDC,INT,68,920-1,gambiae,3.5488,1774.4,13,D9,37,10.23163,-4.4324,7,2015,0
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/D9_1_EKDN220028163-1A_H3YFWDSX5_L2/D9_1_EKDN220028163-1A_H3YFWDSX5_L2.srt.dp.bam,480,D9_1,D9_1,/move_bioinfo/anopheles_cnrfp/bam/D9_1_EKDN220028163-1A_H3YFWDSX5_L2.srt.dp.bam,15/08/2014,LOMBO,CDC,INT,218,503-1,gambiae,2.52,1259.6,1,D9,18,10.07051,-4.30001,8,2014,0
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/D9_2_EKDN220028234-1A_H3NGLDSX5_L2/D9_2_EKDN220028234-1A_H3NGLDSX5_L2.srt.dp.bam,481,D9_2,D9_2,/move_bioinfo/anopheles_cnrfp/bam/D9_2_EKDN220028234-1A_H3NGLDSX5_L2.srt.dp.bam,09/11/2015,DASSORPIRE,CDC,INT,990,311-7,gambiae,5.55,2772.6,2,D9,12,10.67426,-4.59349,11,2015,1
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/D9_4_EKDN220028375-1A_H5J72DSX5_L1/D9_4_EKDN220028375-1A_H5J72DSX5_L1.srt.dp.bam,482,D9_4,D9_4,/move_bioinfo/anopheles_cnrfp/bam/D9_4_EKDN220028375-1A_H5J72DSX5_L1.srt.dp.bam,09/09/2015,BOUSSANRA I,CDC,INT,4,126-6,gambiae,2.1344,1067.2,4,D9,26,10.50926,-4.57797,9,2015,1
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/D9_5_EKDN220028442-1A_H5GV5DSX5_L3/D9_5_EKDN220028442-1A_H5GV5DSX5_L3.srt.dp.bam,483,D9_5,D9_5,/move_bioinfo/anopheles_cnrfp/bam/D9_5_EKDN220028442-1A_H5GV5DSX5_L3.srt.dp.bam,03/09/2014,FRIGARA,CDC,INT,502,113a-6,gambiae,8.408,4204,5,D9,20,10.49796,-4.46115,9,2014,0
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/D9_6_EKDN220028517-1A_H3NGLDSX5_L2/D9_6_EKDN220028517-1A_H3NGLDSX5_L2.srt.dp.bam,484,D9_6,D9_6,/move_bioinfo/anopheles_cnrfp/bam/D9_6_EKDN220028517-1A_H3NGLDSX5_L2.srt.dp.bam,08/09/2014,SANHOUNOU,CDC,INT,235,135-15,gambiae,3.31,1656.6,6,D9,12,10.67426,-4.59349,9,2014,1
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/D9_9_EKDN220028719-1A_H5J72DSX5_L2/D9_9_EKDN220028719-1A_H5J72DSX5_L2.srt.dp.bam,485,D9_9,D9_9,/move_bioinfo/anopheles_cnrfp/bam/D9_9_EKDN220028719-1A_H5J72DSX5_L2.srt.dp.bam,10/09/2015,KOFLANDE,CDC,INT,17,129-3,gambiae,5.0964,2548.2,9,D9,37,10.23163,-4.4324,9,2015,1
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/E10_10_EKDN220028786-1A_H5JF5DSX5_L4/E10_10_EKDN220028786-1A_H5JF5DSX5_L4.srt.dp.bam,486,E10_10,E10_10,/move_bioinfo/anopheles_cnrfp/bam/E10_10_EKDN220028786-1A_H5JF5DSX5_L4.srt.dp.bam,16/09/2015,BOULO-KOMARA,CDC,INT,196,141-6,gambiae,1.336,668,10,E10,29,10.40929,-4.61967,9,2015,0
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/E10_11_EKDN220028839-1A_H5J72DSX5_L1/E10_11_EKDN220028839-1A_H5J72DSX5_L1.srt.dp.bam,487,E10_11,E10_11,/move_bioinfo/anopheles_cnrfp/bam/E10_11_EKDN220028839-1A_H5J72DSX5_L1.srt.dp.bam,07/07/2015,BOUSSANRA I,CDC,INT,12,020-6,gambiae,3.5096,1754.8,11,E10,26,10.50926,-4.57797,7,2015,1
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/E10_1_EKDN220028165-1A_H57YWDSX5_L4/E10_1_EKDN220028165-1A_H57YWDSX5_L4.srt.dp.bam,488,E10_1,E10_1,/move_bioinfo/anopheles_cnrfp/bam/E10_1_EKDN220028165-1A_H57YWDSX5_L4.srt.dp.bam,15/08/2014,LOMBO,CDC,INT,237,514-2,gambiae,2.08,1039.6,1,E10,18,10.07051,-4.30001,8,2014,0
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/E10_2_EKDN220028236-1A_H3NGLDSX5_L2/E10_2_EKDN220028236-1A_H3NGLDSX5_L2.srt.dp.bam,489,E10_2,E10_2,/move_bioinfo/anopheles_cnrfp/bam/E10_2_EKDN220028236-1A_H3NGLDSX5_L2.srt.dp.bam,09/11/2015,DASSORPIRE,CDC,INT,990,311-16,gambiae,3.17,1586,2,E10,12,10.67426,-4.59349,11,2015,1
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/E10_3_EKDN220028301-1A_H3NGLDSX5_L2/E10_3_EKDN220028301-1A_H3NGLDSX5_L2.srt.dp.bam,490,E10_3,E10_3,/move_bioinfo/anopheles_cnrfp/bam/E10_3_EKDN220028301-1A_H3NGLDSX5_L2.srt.dp.bam,03/09/2015,NATIERA,CDC,INT,77,113b-7,gambiae,1.4024,701.2,3,E10,10,10.69726,-4.44495,9,2015,1
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/E10_4_EKDN220028377-1A_H5GV5DSX5_L1/E10_4_EKDN220028377-1A_H5GV5DSX5_L1.srt.dp.bam,491,E10_4,E10_4,/move_bioinfo/anopheles_cnrfp/bam/E10_4_EKDN220028377-1A_H5GV5DSX5_L1.srt.dp.bam,09/09/2015,BOUSSANRA I,CDC,INT,4,126-15,gambiae,1.3592,679.6,4,E10,26,10.50926,-4.57797,9,2015,1
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/E10_5_EKDN220028444-1A_H5GV5DSX5_L3/E10_5_EKDN220028444-1A_H5GV5DSX5_L3.srt.dp.bam,492,E10_5,E10_5,/move_bioinfo/anopheles_cnrfp/bam/E10_5_EKDN220028444-1A_H5GV5DSX5_L3.srt.dp.bam,03/09/2014,FRIGARA,CDC,INT,502,113a-15,gambiae,3.0664,1533.2,5,E10,20,10.49796,-4.46115,9,2014,0
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/E10_6_EKDN220028519-1A_H3NGLDSX5_L2/E10_6_EKDN220028519-1A_H3NGLDSX5_L2.srt.dp.bam,493,E10_6,E10_6,/move_bioinfo/anopheles_cnrfp/bam/E10_6_EKDN220028519-1A_H3NGLDSX5_L2.srt.dp.bam,17/09/2014,SISRANKA,CDC,INT,114,171-4,gambiae,2.13,1067.4,6,E10,29,10.40929,-4.61967,9,2014,0
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/E10_7_EKDN220028579-1A_H3NGLDSX5_L2/E10_7_EKDN220028579-1A_H3NGLDSX5_L2.srt.dp.bam,494,E10_7,E10_7,/move_bioinfo/anopheles_cnrfp/bam/E10_7_EKDN220028579-1A_H3NGLDSX5_L2.srt.dp.bam,12/09/2014,DANDOUGOU,CDC,INT,46,41a-9,gambiae,2.3344,1167.2,7,E10,2,10.10211,-4.3382,9,2014,1
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/E10_8_EKDN220028649-1A_H3YFWDSX5_L2/E10_8_EKDN220028649-1A_H3YFWDSX5_L2.srt.dp.bam,495,E10_8,E10_8,/move_bioinfo/anopheles_cnrfp/bam/E10_8_EKDN220028649-1A_H3YFWDSX5_L2.srt.dp.bam,04/11/2014,KOFING,CDC,INT,408,1826-5,gambiae,3.9128,1956.4,8,E10,9,10.20378,-4.39405,11,2014,1
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/E10_9_EKDN220028720-1A_H5J72DSX5_L2/E10_9_EKDN220028720-1A_H5J72DSX5_L2.srt.dp.bam,496,E10_9,E10_9,/move_bioinfo/anopheles_cnrfp/bam/E10_9_EKDN220028720-1A_H5J72DSX5_L2.srt.dp.bam,10/09/2015,BOUNOUBA,CDC,INT,70,132b-1,gambiae,9.8632,4931.6,9,E10,39,10.26145,-4.36408,9,2015,1
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/E1_10_EKDN220028785-1A_H5JF5DSX5_L3/E1_10_EKDN220028785-1A_H5JF5DSX5_L3.srt.dp.bam,497,E1_10,E1_10,/move_bioinfo/anopheles_cnrfp/bam/E1_10_EKDN220028785-1A_H5JF5DSX5_L3.srt.dp.bam,10/09/2015,BOUNOUBA,CDC,INT,109,131-5,gambiae,6.9572,3478.6,10,E1,39,10.26145,-4.36408,9,2015,1
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/E11_11_EKDN220028840-1A_H5J72DSX5_L1/E11_11_EKDN220028840-1A_H5J72DSX5_L1.srt.dp.bam,498,E11_11,E11_11,/move_bioinfo/anopheles_cnrfp/bam/E11_11_EKDN220028840-1A_H5J72DSX5_L1.srt.dp.bam,07/07/2015,BOUSSANRA I,CDC,INT,12,618-1,gambiae,5.35,2675,11,E11,26,10.50926,-4.57797,7,2015,1
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/E11_1_EKDN220028166-1A_H57YWDSX5_L3/E11_1_EKDN220028166-1A_H57YWDSX5_L3.srt.dp.bam,499,E11_1,E11_1,/move_bioinfo/anopheles_cnrfp/bam/E11_1_EKDN220028166-1A_H57YWDSX5_L3.srt.dp.bam,15/08/2014,LOMBO,CDC,INT,237,515-4,gambiae,2.41,1203.2,1,E11,18,10.07051,-4.30001,8,2014,0
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/E11_2_EKDN220028237-1A_H3NGLDSX5_L2/E11_2_EKDN220028237-1A_H3NGLDSX5_L2.srt.dp.bam,500,E11_2,E11_2,/move_bioinfo/anopheles_cnrfp/bam/E11_2_EKDN220028237-1A_H3NGLDSX5_L2.srt.dp.bam,16/09/2015,SISRANKA,CDC,INT,86,140-3,gambiae,1.87,934.6,2,E11,29,10.40929,-4.61967,9,2015,0
/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/E11_3_EKDN220028302-1A_H3NGLDSX5_L2/E11_3_EKDN220028302-1A_H3NGLDSX5_L2.srt.dp.bam,501,E11_3,E11_3,/move_bioinfo/anopheles_cnrfp/bam/E11_3_EKDN220028302-1A_H3NGLDSX5_L2.srt.dp.bam,07/09/2015,SANHOUNOU,CDC,INT,236,122-4,gambiae,2.8312,1415.6,3,E11,12,10.67426,-4.59349,9,2015,1
